field_100013_f,isPotionDurationMax
field_177512_e,tileEntityInitialized
field_177513_b,pos
field_177514_c,state
field_177515_a,world
field_177519_c,variant
field_177542_u,quartersY
field_177543_t,quartersX
field_177544_s,matrix4d
field_177545_r,combinedXY
field_177546_q,mapRotations
field_177557_a,cameraTransforms
field_177558_f,cameraTransforms
field_177559_d,gui3d
field_177560_e,texture
field_177561_b,faceQuads
field_177562_c,ambientOcclusion
field_177563_a,generalQuads
field_177565_b,models
field_177566_c,baseModel
field_177567_a,totalWeight
field_177598_f,resourceManager
field_177599_g,sprites
field_177600_d,BUILT_IN_MODELS
field_177601_e,JOINER
field_177602_b,LOCATIONS_BUILTIN_TEXTURES
field_177603_c,LOGGER
field_177604_a,MODEL_MISSING
field_177605_n,bakedRegistry
field_177606_o,MODEL_GENERATED
field_177607_l,faceBakery
field_177608_m,itemModelGenerator
field_177609_j,textureMap
field_177610_k,blockModelShapes
field_177611_h,models
field_177612_i,variants
field_177613_u,variantNames
field_177614_t,blockDefinitions
field_177615_s,itemLocations
field_177616_r,MODEL_ENTITY
field_177617_q,MODEL_CLOCK
field_177618_p,MODEL_COMPASS
field_177624_d,properties
field_177625_e,validStates
field_177626_b,GET_NAME_FUNC
field_177627_c,block
field_177628_a,COMMA_JOINER
field_177636_b,model
field_177640_b,propertyPredicates
field_177641_a,blockstate
field_177644_a,block
field_177651_f,builderCameraTransforms
field_177652_d,builderTexture
field_177653_e,builderGui3d
field_177654_b,builderFaceQuads
field_177655_c,builderAmbientOcclusion
field_177656_a,builderGeneralQuads
field_177663_d,aisleHeight
field_177664_e,rowWidth
field_177665_b,depth
field_177666_c,symbolMap
field_177667_a,COMMA_JOIN
field_177671_d,lcache
field_177672_b,finger
field_177673_c,thumb
field_177674_a,pos
field_177678_a,listItems
field_177680_a,world
field_177686_d,palmLength
field_177687_b,fingerLength
field_177688_c,thumbLength
field_177689_a,blockMatches
field_177703_b,name
field_177704_a,valueClass
field_177710_b,nameToValue
field_177711_a,allowedValues
field_177717_a,allowedValues
field_177720_a,allowedValues
field_177752_f,endTime
field_177753_g,startTime
field_177754_d,startDiameter
field_177755_e,endDiameter
field_177756_b,centerX
field_177757_c,centerZ
field_177758_a,listeners
field_177759_l,warningDistance
field_177760_j,damageBuffer
field_177761_k,warningTime
field_177762_h,worldSize
field_177763_i,damageAmount
field_177767_d,id
field_177777_D,lavaLakeChance
field_177778_E,useLavaOceans
field_177779_F,fixedBiome
field_177780_G,biomeSize
field_177781_A,useWaterLakes
field_177782_B,waterLakeChance
field_177783_C,useLavaLakes
field_177784_L,dirtMaxHeight
field_177785_M,gravelSize
field_177786_N,gravelCount
field_177787_O,gravelMinHeight
field_177788_H,riverSize
field_177789_I,dirtSize
field_177790_J,dirtCount
field_177791_K,dirtMinHeight
field_177792_U,dioriteSize
field_177793_T,graniteMaxHeight
field_177794_W,dioriteMinHeight
field_177795_V,dioriteCount
field_177796_Q,graniteSize
field_177797_P,gravelMaxHeight
field_177798_S,graniteMinHeight
field_177799_R,graniteCount
field_177800_Y,andesiteSize
field_177801_X,dioriteMaxHeight
field_177802_Z,andesiteCount
field_177803_f,depthNoiseScaleZ
field_177804_g,depthNoiseScaleExponent
field_177805_az,lapisSpread
field_177806_d,lowerLimitScale
field_177807_ay,lapisCenterHeight
field_177808_e,depthNoiseScaleX
field_177809_b,heightScale
field_177810_c,upperLimitScale
field_177811_a,coordinateScale
field_177812_at,diamondCount
field_177813_n,biomeDepthOffSet
field_177814_as,diamondSize
field_177815_o,biomeScaleWeight
field_177816_ar,redstoneMaxHeight
field_177817_l,stretchY
field_177818_aq,redstoneMinHeight
field_177819_m,biomeDepthWeight
field_177820_ax,lapisCount
field_177821_j,mainNoiseScaleZ
field_177822_aw,lapisSize
field_177823_k,baseSize
field_177824_av,diamondMaxHeight
field_177825_h,mainNoiseScaleX
field_177826_au,diamondMinHeight
field_177827_i,mainNoiseScaleY
field_177828_ak,goldSize
field_177829_w,useMineShafts
field_177830_al,goldCount
field_177831_v,useVillages
field_177832_ai,ironMinHeight
field_177833_u,useStrongholds
field_177834_aj,ironMaxHeight
field_177835_t,dungeonChance
field_177836_ao,redstoneSize
field_177837_s,useDungeons
field_177838_ap,redstoneCount
field_177839_r,useCaves
field_177840_am,goldMinHeight
field_177841_q,seaLevel
field_177842_an,goldMaxHeight
field_177843_p,biomeScaleOffset
field_177844_ac,coalSize
field_177845_ad,coalCount
field_177846_aa,andesiteMinHeight
field_177847_ab,andesiteMaxHeight
field_177848_ag,ironSize
field_177849_ah,ironCount
field_177850_z,useRavines
field_177851_ae,coalMinHeight
field_177852_y,useMonuments
field_177853_af,coalMaxHeight
field_177854_x,useTemples
field_177859_b,defaultState
field_177860_a,data
field_177866_D,useLavaLakes
field_177867_E,lavaLakeChance
field_177868_F,useLavaOceans
field_177869_G,fixedBiome
field_177870_A,useRavines
field_177871_B,useWaterLakes
field_177872_C,waterLakeChance
field_177873_L,dirtMinHeight
field_177874_M,dirtMaxHeight
field_177875_N,gravelSize
field_177876_O,gravelCount
field_177877_H,biomeSize
field_177878_I,riverSize
field_177879_J,dirtSize
field_177880_K,dirtCount
field_177881_U,graniteMaxHeight
field_177882_T,graniteMinHeight
field_177883_W,dioriteCount
field_177884_V,dioriteSize
field_177885_Q,gravelMaxHeight
field_177886_P,gravelMinHeight
field_177887_S,graniteCount
field_177888_R,graniteSize
field_177889_aA,lapisSpread
field_177890_Y,dioriteMaxHeight
field_177891_X,dioriteMinHeight
field_177892_Z,andesiteSize
field_177893_f,depthNoiseScaleX
field_177894_g,depthNoiseScaleZ
field_177895_az,lapisCenterHeight
field_177896_d,upperLimitScale
field_177897_ay,lapisCount
field_177898_e,lowerLimitScale
field_177899_b,coordinateScale
field_177900_c,heightScale
field_177901_a,JSON_ADAPTER
field_177902_at,diamondSize
field_177903_n,biomeDepthWeight
field_177904_as,redstoneMaxHeight
field_177905_o,biomeDepthOffset
field_177906_ar,redstoneMinHeight
field_177907_l,baseSize
field_177908_aq,redstoneCount
field_177909_m,stretchY
field_177910_ax,lapisSize
field_177911_j,mainNoiseScaleY
field_177912_aw,diamondMaxHeight
field_177913_k,mainNoiseScaleZ
field_177914_av,diamondMinHeight
field_177915_h,depthNoiseScaleExponent
field_177916_au,diamondCount
field_177917_i,mainNoiseScaleX
field_177918_ak,ironMaxHeight
field_177919_w,useVillages
field_177920_al,goldSize
field_177921_v,useStrongholds
field_177922_ai,ironCount
field_177923_u,dungeonChance
field_177924_aj,ironMinHeight
field_177925_t,useDungeons
field_177926_ao,goldMaxHeight
field_177927_s,useCaves
field_177928_ap,redstoneSize
field_177929_r,seaLevel
field_177930_am,goldCount
field_177931_q,biomeScaleOffset
field_177932_an,goldMinHeight
field_177933_p,biomeScaleWeight
field_177934_ac,andesiteMaxHeight
field_177935_ad,coalSize
field_177936_aa,andesiteCount
field_177937_ab,andesiteMinHeight
field_177938_ag,coalMaxHeight
field_177939_ah,ironSize
field_177940_z,useMonuments
field_177941_ae,coalCount
field_177942_y,useTemples
field_177943_af,coalMinHeight
field_177944_x,useMineShafts
field_177948_B,streamCallback
field_177959_e,NULL_VECTOR
field_177960_b,y
field_177961_c,z
field_177962_a,x
field_177987_f,Y_SHIFT
field_177988_g,X_SHIFT
field_177989_d,NUM_Y_BITS
field_177990_b,NUM_X_BITS
field_177991_c,NUM_Z_BITS
field_177992_a,ORIGIN
field_177993_j,Z_MASK
field_177994_h,X_MASK
field_177995_i,Y_MASK
field_177996_d,z
field_177997_b,x
field_177998_c,y
field_178005_d,viewEntityY
field_178006_e,viewEntityZ
field_178007_b,initialized
field_178008_c,viewEntityX
field_178009_a,renderChunks
field_178014_d,SERVER_SELECTION_BUTTONS
field_178015_c,UNKNOWN_SERVER
field_178032_d,counter
field_178034_b,facing
field_178035_c,setFacing
field_178036_a,renderChunk
field_178090_d,modelManager
field_178091_b,simpleShapesCache
field_178092_c,shapers
field_178093_a,simpleShapes
field_178111_g,renderManager
field_178112_h,itemRenderer
field_178127_b,blockStateMapper
field_178128_c,modelManager
field_178129_a,bakedModelStore
field_178133_b,mapStateModelLocations
field_178140_d,ignored
field_178141_c,suffix
field_178142_a,name
field_178145_h,pos
field_178146_a,dispenserInventory
field_178149_f,xpSeed
field_178150_j,position
field_178151_h,enchantmentIds
field_178152_f,cookTime
field_178153_g,totalCookTime
field_178154_h,furnaceBurnTime
field_178155_i,currentItemBurnTime
field_178156_j,selfPosition
field_178164_f,renderChunks
field_178165_d,countChunksX
field_178166_e,countChunksZ
field_178167_b,world
field_178168_c,countChunksY
field_178169_a,renderGlobal
field_178179_a,vertexBuffer
field_178182_b,vboUploader
field_178183_a,worldRenderer
field_178199_k,VALUES
field_178206_b,vertexColorMultiplier
field_178207_c,vertexBrightness
field_178213_b,tintIndex
field_178214_c,face
field_178215_a,vertexData
field_178218_d,texture
field_178237_d,partRotation
field_178238_e,shade
field_178239_b,positionTo
field_178240_c,mapFaces
field_178241_a,positionFrom
field_178242_d,texture
field_178243_e,blockFaceUV
field_178244_b,cullFace
field_178245_c,tintIndex
field_178246_a,FACING_DEFAULT
field_178271_b,atlasSpritesWater
field_178272_a,atlasSpritesLava
field_178282_n,VALUES
field_178313_f,LOGGER
field_178314_g,elements
field_178315_d,parent
field_178316_e,parentLocation
field_178317_b,name
field_178318_c,textures
field_178319_a,SERIALIZER
field_178320_j,cameraTransforms
field_178321_h,gui3d
field_178322_i,ambientOcclusion
field_178323_b,modelExt
field_178324_a,model
field_178332_b,mapVariants
field_178333_a,GSON
field_178341_d,rescale
field_178342_b,axis
field_178343_c,angle
field_178344_a,origin
field_178350_b,rotation
field_178351_a,uvs
field_178353_d,head
field_178354_e,gui
field_178355_b,thirdPerson
field_178356_c,firstPerson
field_178357_a,DEFAULT
field_178360_b,TRANSLATION_DEFAULT
field_178361_c,SCALE_DEFAULT
field_178362_a,ROTATION_DEFAULT
field_178363_d,scale
field_178364_b,rotation
field_178365_c,translation
field_178366_a,DEFAULT
field_178376_e,facing
field_178389_a,spanFacing
field_178398_a,LAYERS
field_178417_b,SCALE_ROTATION_GENERAL
field_178418_a,SCALE_ROTATION_22_5
field_178422_b,listVariants
field_178423_a,name
field_178434_d,weight
field_178435_b,modelRotation
field_178436_c,uvLock
field_178437_a,modelLocation
field_178443_b,suffix
field_178444_c,ignored
field_178445_a,name
field_178449_b,setBuiltInBlocks
field_178450_a,blockStateMap
field_178460_a,DESTROY_STAGES
field_178462_c,blockRenderer
field_178464_d,BANNERTEXTURES
field_178465_e,bannerModel
field_178466_c,DESIGNS
field_178467_h,skeletonHead
field_178468_i,humanoidHead
field_178471_b,bannerTexture
field_178472_a,systemTime
field_178477_b,chunkRenderDispatcher
field_178478_c,regionRenderCacheBuilder
field_178496_f,setVisibility
field_178497_g,state
field_178498_d,empty
field_178499_e,tileEntities
field_178500_b,layersUsed
field_178501_c,layersStarted
field_178502_a,DUMMY
field_178517_f,worldVertexUploader
field_178518_g,vertexUploader
field_178519_d,queueChunkUpdates
field_178520_e,queueFreeRenderBuilders
field_178521_b,threadFactory
field_178522_c,listThreadedWorkers
field_178523_a,logger
field_178524_h,queueChunkUploads
field_178525_i,renderWorker
field_178547_f,compiledChunk
field_178548_g,status
field_178549_d,type
field_178550_e,regionRenderCacheBuilder
field_178551_b,lock
field_178552_c,listFinishRunnables
field_178553_a,renderChunk
field_178554_h,finished
field_178586_f,position
field_178587_g,lockCompileTask
field_178588_d,world
field_178589_e,renderGlobal
field_178590_b,compiledChunk
field_178591_c,boundingBox
field_178592_a,renderChunksUpdated
field_178593_n,needsUpdate
field_178594_l,vertexBuffers
field_178595_m,frameIndex
field_178596_j,index
field_178597_k,modelviewMatrix
field_178598_h,lockCompiledChunk
field_178599_i,compileTask
field_178601_d,baseDisplayList
field_178622_b,bitSet
field_178623_a,COUNT_FACES
field_178625_b,projectionMatrix
field_178626_c,modelviewMatrix
field_178636_l,skinMap
field_178637_m,playerRenderer
field_178638_s,renderShadow
field_178639_r,renderOutlines
field_178667_b,resourceLocation
field_178668_a,profile
field_178688_b,bannerStand
field_178689_c,bannerTop
field_178690_a,bannerSlate
field_178692_f,rabbitLeftArm
field_178693_g,rabbitRightArm
field_178694_d,rabbitRightThigh
field_178695_e,rabbitBody
field_178696_b,rabbitRightFoot
field_178697_c,rabbitLeftThigh
field_178698_a,rabbitLeftFoot
field_178700_l,rabbitNose
field_178702_j,rabbitLeftEar
field_178703_k,rabbitTail
field_178704_h,rabbitHead
field_178705_i,rabbitRightEar
field_178707_d,guardianTail
field_178708_b,guardianEye
field_178709_c,guardianSpines
field_178710_a,guardianBody
field_178717_b,head
field_178720_f,bipedHeadwear
field_178721_j,bipedRightLeg
field_178722_k,bipedLeftLeg
field_178723_h,bipedRightArm
field_178724_i,bipedLeftArm
field_178729_w,bipedCape
field_178730_v,bipedBodyWear
field_178731_d,bipedRightLegwear
field_178732_b,bipedRightArmwear
field_178733_c,bipedLeftLegwear
field_178734_a,bipedLeftArmwear
field_178735_y,smallArms
field_178736_x,bipedDeadmau5Head
field_178737_d,standBase
field_178738_b,standLeftSide
field_178739_c,standWaist
field_178740_a,standRightSide
field_178741_d,gameInfo
field_178742_e,serverInfo
field_178743_b,displayInfo
field_178744_c,folderInfo
field_178745_a,userInfo
field_178750_b,userProperties
field_178751_c,proxy
field_178752_a,session
field_178753_b,serverPort
field_178754_a,serverName
field_178755_b,version
field_178756_a,isDemo
field_178757_d,assetIndex
field_178758_b,resourcePacksDir
field_178759_c,assetsDir
field_178760_a,mcDataDir
field_178761_d,checkGlErrors
field_178762_b,height
field_178763_c,fullscreen
field_178764_a,width
field_178768_d,renderType
field_178776_j,deathMessageVisibility
field_178777_k,chatFormat
field_178778_i,nameTagVisibility
field_178783_e,blockPos
field_178784_b,sideHit
field_178791_c,TRIGGER
field_178794_j,goalName
field_178810_d,OBJECTCOORDS
field_178811_e,position
field_178812_b,MODELVIEW
field_178813_c,PROJECTION
field_178814_a,VIEWPORT
field_178817_f,locked
field_178818_g,forceUpdate
field_178827_f,id
field_178830_e,internalName
field_178862_f,locationCape
field_178863_g,skinType
field_178864_d,playerTexturesLoaded
field_178865_e,locationSkin
field_178866_b,gameType
field_178867_a,gameProfile
field_178872_h,displayName
field_178879_v,reducedDebugInfo
field_178880_u,allowBlockAlternatives
field_178881_t,useVbo
field_178882_aU,setModelParts
field_178883_an,keyBindSpectatorOutlines
field_178895_c,currentBlock
field_178932_g,particleTypes
field_178933_d,particleEmitters
field_178997_d,vertexCount
field_178999_b,rawIntBuffer
field_179000_c,rawFloatBuffer
field_179001_a,byteBuffer
field_179002_n,zOffset
field_179004_l,xOffset
field_179005_m,yOffset
field_179006_k,drawMode
field_179010_r,isDrawing
field_179011_q,vertexFormat
field_179018_e,stateVertexFormat
field_179019_b,stateRawBuffer
field_179023_f,skull
field_179024_e,banner
field_179029_g,facings
field_179035_h,vertexInfos
field_179040_a,worldRenderers
field_179041_d,units
field_179042_b,polygonOffsetLine
field_179043_c,factor
field_179044_a,polygonOffsetFill
field_179045_d,start
field_179046_e,end
field_179047_b,mode
field_179048_c,density
field_179049_a,fog
field_179050_b,maskEnabled
field_179051_c,depthFunc
field_179052_a,depthTest
field_179053_b,mode
field_179054_a,cullFace
field_179059_b,textureName
field_179060_a,texture2DState
field_179061_d,q
field_179062_b,t
field_179063_c,r
field_179064_a,s
field_179065_b,coord
field_179066_c,param
field_179067_a,textureGen
field_179154_f,depthState
field_179155_g,fogState
field_179156_d,colorMaterialState
field_179157_e,blendState
field_179158_b,lightingState
field_179159_c,lightState
field_179160_a,alphaState
field_179161_n,normalizeState
field_179162_o,activeTextureUnit
field_179163_l,clearState
field_179164_m,stencilState
field_179165_j,colorLogicState
field_179166_k,texGenState
field_179167_h,cullState
field_179168_i,polygonOffsetState
field_179170_t,colorState
field_179171_s,colorMaskState
field_179172_r,rescaleNormalState
field_179173_q,activeShadeModel
field_179174_p,textureState
field_179176_f,WEST_INDEX
field_179177_d,NORTH_INDEX
field_179178_e,DOWN_INDEX
field_179179_b,UP_INDEX
field_179180_c,EAST_INDEX
field_179181_a,SOUTH_INDEX
field_179182_b,yIndex
field_179183_c,zIndex
field_179184_a,xIndex
field_179185_d,alpha
field_179186_b,green
field_179187_c,blue
field_179188_a,red
field_179189_b,face
field_179190_c,mode
field_179191_a,colorMaterial
field_179192_d,alpha
field_179193_b,green
field_179194_c,blue
field_179195_a,red
field_179196_b,opcode
field_179197_a,colorLogicOp
field_179201_b,currentState
field_179202_a,capability
field_179203_b,color
field_179205_a,depth
field_179206_b,func
field_179207_c,ref
field_179208_a,alphaTest
field_179209_d,srcFactorAlpha
field_179210_e,dstFactorAlpha
field_179211_b,srcFactor
field_179212_c,dstFactor
field_179213_a,blend
field_179220_a,BLOCK_TO_ITEM
field_179226_c,doubleSlab
field_179227_b,theBlock
field_179228_c,nameFunction
field_179236_a,block
field_179239_b,LOGGER
field_179243_f,name
field_179247_h,directionMaps
field_179261_f,LONG
field_179262_g,SHORT
field_179263_d,FLOAT
field_179264_e,BYTE
field_179265_c,DOUBLE
field_179266_j,SPLITTER
field_179267_h,INTEGER
field_179268_i,DOUBLE_UNTYPED
field_179282_b,isLoaded
field_179283_a,value
field_179294_g,direction
field_179295_d,CLIENT_NIO_EVENTLOOP
field_179296_e,CLIENT_LOCAL_EVENTLOOP
field_179297_n,disconnected
field_179300_b,deflater
field_179301_c,treshold
field_179302_a,buffer
field_179304_b,treshold
field_179305_a,inflater
field_179309_b,lastReturned
field_179314_b,theBlockPos
field_179317_b,pos
field_179338_j,partName
field_179340_h,partId
field_179341_i,partMask
field_179365_U,PARTICLES
field_179366_T,argumentCount
field_179368_V,PARTICLE_NAMES
field_179369_Q,particleName
field_179371_S,shouldIgnoreRange
field_179372_R,particleID
field_179402_b,priceInfo
field_179403_a,itemToBuy
field_179404_b,price
field_179405_a,sellItem
field_179406_b,priceInfo
field_179407_a,enchantedItemStack
field_179409_b,buyingPriceInfo
field_179410_c,sellingItemstack
field_179411_a,buyingItemStack
field_179417_b,y
field_179418_c,z
field_179419_a,x
field_179423_d,results
field_179424_b,iterables
field_179425_c,iterators
field_179426_a,index
field_179427_a,typeData
field_179428_b,iterables
field_179429_a,clazz
field_179432_d,sorter
field_179433_e,entityTarget
field_179434_b,entityLiving
field_179435_c,predicate
field_179436_a,LOGGER
field_179441_e,target
field_179442_b,mob
field_179444_a,LOGGER
field_179447_c,targetClasses
field_179448_g,player
field_179449_j,enderman
field_179454_a,parentEntity
field_179455_b,tickCounter
field_179456_a,theEntity
field_179457_a,slime
field_179458_a,slime
field_179461_a,slime
field_179464_a,silverfish
field_179466_a,slime
field_179469_a,blaze
field_179470_b,parentEntity
field_179471_a,attackTimer
field_179472_a,parentEntity
field_179473_a,enderman
field_179475_a,enderman
field_179476_a,squid
field_179477_f,villager
field_179478_e,interactionDelay
field_179481_f,executionChance
field_179482_g,mustUpdate
field_179483_b,facing
field_179485_a,silverfish
field_179486_b,theEntity
field_179491_g,isAboveDestination
field_179492_d,movementSpeed
field_179493_e,timeoutCounter
field_179494_b,destinationBlock
field_179495_c,theEntity
field_179496_a,runDelay
field_179497_h,searchLength
field_179500_c,rabbit
field_179502_d,hasFarmItem
field_179504_c,theVillager
field_179507_b,doorPosition
field_179508_f,avoidDistance
field_179509_a,canBeSeenSelector
field_179510_i,avoidTargetSelector
field_179511_d,entityInstance
field_179525_d,description
field_179528_c,offset
field_179535_b,blockState
field_179536_c,compound
field_179537_a,pos
field_179538_n,rabbitFootEffect
field_179539_o,potionRequirements
field_179540_p,potionAmplifiers
field_179550_j,canPlaceOnCacheBlock
field_179551_k,canPlaceOnCacheResult
field_179552_h,canDestroyCacheBlock
field_179553_i,canDestroyCacheResult
field_179555_bs,rabbit_hide
field_179556_br,rabbit_foot
field_179557_bn,cooked_mutton
field_179558_bo,rabbit
field_179559_bp,cooked_rabbit
field_179560_bq,rabbit_stew
field_179561_bm,mutton
field_179562_cC,prismarine_shard
field_179563_cD,prismarine_crystals
field_179564_cE,banner
field_179565_cj,armor_stand
field_179566_aV,cooked_fish
field_179567_at,jungle_door
field_179568_as,birch_door
field_179569_ar,spruce_door
field_179570_aq,oak_door
field_179571_av,dark_oak_door
field_179572_au,acacia_door
field_179639_f,typeID
field_179640_g,typeName
field_179666_d,WORLD_BINDING_ARGS
field_179673_d,objectives
field_179674_b,STRING_RESULT_TYPES
field_179675_c,entitiesID
field_179676_a,NUM_RESULT_TYPES
field_179681_j,pathFinder
field_179682_i,heightRequirement
field_179694_f,shouldAvoidSun
field_179695_a,nodeProcessor
field_179696_f,targetPosition
field_179698_g,onGround
field_179702_b,footer
field_179703_a,header
field_179705_b,blockPos
field_179706_a,world
field_179708_e,hideParticles
field_179710_b,targetBlock
field_179711_e,modelPartFlags
field_179713_c,hitVec
field_179716_b,facing
field_179717_a,position
field_179719_b,status
field_179720_a,hash
field_179723_a,pos
field_179725_b,position
field_179729_a,id
field_179733_a,compressionTreshold
field_179735_f,mapMaxX
field_179736_g,mapMaxY
field_179737_d,mapMinX
field_179738_e,mapMinY
field_179739_b,mapScale
field_179740_c,mapVisiblePlayersVec4b
field_179741_h,mapDataBytes
field_179743_g,onGround
field_179745_h,reducedDebugInfo
field_179747_b,soundPos
field_179751_a,particleType
field_179752_j,longDistance
field_179753_k,particleArguments
field_179755_c,chunksData
field_179758_c,extractedData
field_179761_a,threshold
field_179765_b,tagCompound
field_179766_a,entityId
field_179769_b,players
field_179770_a,action
field_179773_e,deathMessage
field_179776_a,eventType
field_179778_a,signPosition
field_179781_a,entityId
field_179785_b,hash
field_179786_a,url
field_179789_f,diameter
field_179790_g,timeUntilTarget
field_179791_d,centerZ
field_179792_e,targetSize
field_179793_b,size
field_179794_c,centerX
field_179795_a,action
field_179796_h,warningTime
field_179797_i,warningDistance
field_179799_b,bedPos
field_179801_a,spawnBlockPos
field_179808_d,displayTime
field_179809_e,fadeOutTime
field_179810_b,message
field_179811_c,fadeInTime
field_179812_a,type
field_179815_f,color
field_179816_e,nameTagVisibility
field_179818_c,type
field_179820_b,playerId
field_179822_b,position
field_179824_a,blockPos
field_179826_a,blockPosition
field_179828_a,blockPosition
field_179832_b,difficultyLocked
field_179833_a,difficulty
field_179838_b,position
field_179839_c,facing
field_179842_b,type
field_179845_b,changedBlocks
field_179857_b,insideBlock
field_179858_c,insideDirection
field_179859_a,doorBlockPos
field_179871_c,LOGGER
field_179872_a,SYSOUT
field_179883_b,domain
field_179884_a,LOGGER
field_179886_a,INSTANCE
field_179916_a,parentEntity
field_179925_i,slime
field_179927_g,parentEntity
field_179928_h,courseChangeCooldown
field_179929_g,theEntity
field_179930_g,entityGuardian
field_179964_d,profile
field_179965_e,displayName
field_179966_b,ping
field_179967_c,gamemode
field_179990_j,insertion
field_179993_b,selector
field_179998_d,value
field_179999_b,name
field_180000_c,objective
field_180049_j,name
field_180051_h,ID_LOOKUP
field_180052_i,networkID
field_180070_c,theEntity
field_180076_f,speed
field_180084_h,duration
field_180091_b,chunkPosCrammed
field_180092_c,blockState
field_180110_a,ENTITY_PLACEMENTS
field_180111_a,pos
field_180126_g,stringToIDMapping
field_180132_d,NOT_SPECTATING
field_180137_b,lightningBolt
field_180140_r,isThornsDamage
field_180152_w,healthBoost
field_180155_a,LOGGER
field_180156_h,showParticles
field_180161_b,lock
field_180162_a,EMPTY_CODE
field_180171_b,additionalDifficulty
field_180172_a,worldDifficulty
field_180177_a,RANDOM
field_180189_a,SQRT_2
field_180198_a,LOGGER
field_180201_c,mask
field_180205_F,timesTalkedToVillagerStat
field_180206_G,timesTradedWithVillagerStat
field_180207_j,distanceCrouchedStat
field_180208_k,distanceSprintedStat
field_180209_h,timeSinceDeathStat
field_180216_b,knownKeys
field_180217_c,baseClass
field_180218_a,map
field_180219_M,overpowered
field_180232_b,SERVER_LOCAL_EVENTLOOP
field_180234_y,onGround
field_180247_b,position
field_180249_b,server
field_180250_c,maxTickTime
field_180251_a,LOGGER
field_180256_e,type
field_180268_a,MOB_COUNT_DIV
field_180271_f,CUSTOMIZED
field_180272_g,DEBUG_WORLD
field_180278_o,BIOME_ID_MAP
field_180280_ag,DOUBLE_PLANT_GENERATOR
field_180281_af,GRASS_COLOR_NOISE
field_180282_a,position
field_180289_b,FOLIAGE_COLOR
field_180290_c,WATER_COLOR_MULTIPLIER
field_180291_a,GRASS_COLOR
field_180293_d,chunkProviderSettings
field_180295_l,andesiteGen
field_180296_j,graniteGen
field_180297_k,dioriteGen
field_180298_q,diamondGen
field_180299_p,redstoneGen
field_180301_f,generatorOptions
field_180307_E,locationEnchantments
field_180308_g,projectileProtection
field_180309_e,featherFalling
field_180310_c,protection
field_180311_a,enchantmentsList
field_180312_n,baneOfArthropods
field_180313_o,knockback
field_180314_l,sharpness
field_180315_m,smite
field_180316_k,depthStrider
field_180317_h,respiration
field_180323_f,rewardsExp
field_180329_a,position
field_180338_e,layerName
field_180365_d,block
field_180366_e,state
field_180367_c,pos
field_180384_M,piston_extension
field_180385_bs,dark_oak_fence_gate
field_180386_br,jungle_fence_gate
field_180387_bt,acacia_fence_gate
field_180388_cO,double_stone_slab2
field_180389_cP,stone_slab2
field_180390_bo,oak_fence_gate
field_180391_bp,spruce_fence_gate
field_180392_bq,birch_fence_gate
field_180393_cK,standing_banner
field_180394_cL,wall_banner
field_180395_cM,red_sandstone
field_180396_cN,red_sandstone_stairs
field_180397_cI,prismarine
field_180398_cJ,sea_lantern
field_180399_cE,slime_block
field_180400_cw,iron_trapdoor
field_180401_cv,barrier
field_180402_cm,daylight_detector_inverted
field_180403_aR,jungle_fence
field_180404_aQ,birch_fence
field_180405_aT,acacia_fence
field_180406_aS,dark_oak_fence
field_180407_aO,oak_fence
field_180408_aP,spruce_fence
field_180409_at,dark_oak_door
field_180410_as,acacia_door
field_180411_ar,jungle_door
field_180412_aq,birch_door
field_180413_ao,oak_door
field_180414_ap,spruce_door
field_181016_an,lastPortalPos
field_181017_ao,lastPortalVec
field_181018_ap,teleportDirection
field_181019_az,sourcePos
field_181024_n,setTileEntities
field_181025_l,player
field_181038_N,profileProperties
field_181042_l,lanServer
field_181056_j,setTileEntities
field_181059_a,x
field_181060_b,y
field_181061_c,z
field_181062_Q,vboSupportedAti
field_181063_b,ati
field_181064_i,classToAvoid
field_181071_k,mapColor
field_181083_K,blockMapColor
field_181084_N,FACING
field_181125_e,CLIENT_EPOLL_EVENTLOOP
field_181141_b,SERVER_EPOLL_EVENTLOOP
field_181149_aW,CLOUDS_TYPES
field_181150_U,useNativeTransport
field_181151_V,entityShadows
field_181172_c,profileProperties
field_181541_X,connectedToRealms
field_181542_y,frameTimer
field_181543_z,startNanoTime
field_181546_a,seaLevel
field_181657_aC,showLagometer
field_181676_c,rawShortBuffer
field_181677_f,vertexFormatElement
field_181678_g,vertexFormatIndex
field_181680_j,readWriteLock
field_181699_o,ground
field_181700_p,fixed
field_181702_p,mapEnumFacing
field_181703_c,OLDMODEL_POSITION_TEX_NORMAL
field_181704_d,PARTICLE_POSITION_TEX_COLOR_LMAP
field_181705_e,POSITION
field_181706_f,POSITION_COLOR
field_181707_g,POSITION_TEX
field_181708_h,POSITION_NORMAL
field_181709_i,POSITION_TEX_COLOR
field_181710_j,POSITION_TEX_NORMAL
field_181711_k,POSITION_TEX_LMAP_COLOR
field_181712_l,POSITION_TEX_COLOR_NORMAL
field_181713_m,POSITION_3F
field_181714_n,COLOR_4UB
field_181715_o,TEX_2F
field_181716_p,TEX_2S
field_181717_q,NORMAL_3B
field_181718_r,PADDING_1B
field_181745_e,values
field_181752_a,frames
field_181753_b,lastIndex
field_181754_c,counter
field_181755_d,index
field_181757_a,CACHE
field_183007_a,EXIT_MESSAGE
